Dataset,Classifier,AUC,AUC,F1,F1,LogLoss,LogLoss,Accuracy,Accuracy,Runtime,Runtime
,,mean,std,mean,std,mean,std,mean,std,mean,std
!bodyfat.csv,RandomForest_ZooAttack,0.3008717948717949,0.09812323719610724,0.17079273855135924,0.05901363280070493,4.379591276386906,1.7819536747395597,0.18290196078431373,0.06002536949239848,0.0016703605651855469,0.0012592620812146569
!bodyfat.csv,MonteCarloRandomForest_Fix_Prob,0.997076923076923,0.006536198703460975,0.9960723912206392,0.00878240021967573,0.17993711657325545,0.016997139289117533,0.996078431372549,0.008768894029410956,1.2961813449859618,0.07259083966196606
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Depth_Prob_ZooAttack,0.9886372342438886,0.00046732183151387325,0.9377651026000114,0.0034545347886334077,0.28152184751031795,0.004933864032241888,0.9377939119276573,0.0034435417258941617,228.12301702499389,3.4539005879740703
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Fix_Prob_ZooAttack,0.9948651624971154,0.0005029696599347514,0.9616430284180769,0.0012392784520459722,0.16528436271480532,0.0021403178512619156,0.9616442962285138,0.0012401148046865984,200.71535902023317,1.9859733572136713
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Distance_Prob_ZooAttack,0.9914523668253723,0.0008698051396418814,0.9459212761482532,0.0036909765243545414,0.17530818849902877,0.0054114011789941005,0.9459349797923224,0.00368817628110319,32908.31454663277,5848.166518114355
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Confidence_Prob_ZooAttack,0.992982821668145,0.0007140015392718956,0.9591779760652388,0.0033047107709019796,0.1646638298025393,0.0032793444144462937,0.9591788806760959,0.003304859069596026,26575.481544399263,12902.670643346519
AcousticExtinguisherFire.csv,RandomForest_ZooAttack,0.9909331156833432,0.0007480164147641486,0.9490169099729553,0.0014009627155114521,0.19841932875381793,0.025046013969627145,0.949031195027097,0.0014045980324800518,0.004551601409912109,0.0004379337984020234
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Agreement_Prob_ZooAttack,0.9949712551736711,0.0004984979494216235,0.9642814470575918,0.0019484085433550185,0.10276597591262718,0.008371090314237542,0.9642817136952045,0.0019484578913152575,990.820571231842,18.243233603290125
AcousticExtinguisherFire.csv,FeatureSqueezing_ZooAttack,0.9211657952893806,0.009235933518563945,0.8614526349359266,0.006205087442572745,1.7706947157496213,0.37924109947261453,0.8615979349252303,0.006200189872515255,0.0031839847564697266,0.00038699872860847173
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Distance_Prob,0.9921486847392232,0.0006402422462223399,0.9474129598366232,0.002565745019673674,0.17249520205829208,0.004732446769603474,0.9474256575712395,0.0025635088541615964,4012.8067067623138,66.36250013329861
AcousticExtinguisherFire.csv,FeatureSqueezing,0.9942878206916278,0.0005698823045256756,0.9653665688755945,0.0016101616149172679,0.13459011108449387,0.016618301902133082,0.9653711303677877,0.0016089077059111435,0.09717044830322266,0.010053961157155558
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Agreement_Prob,0.9966086843766376,0.00019123844606692327,0.9700141841135427,0.0009379318701857687,0.08756722127637354,0.006262225183714011,0.9700150177096563,0.0009375813511147401,2323.2076028347014,518.8975517112592
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Bayes_Prob,0.9964187961948612,0.00022722519493672576,0.9701853873990712,0.001479207969420128,0.12557009328862584,0.002123498999301641,0.9701867566743185,0.0014793907123951057,10340.641137313844,289.9613940495914
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Confidence_Prob,0.9943416035629582,0.0006758829718808431,0.9661718544080757,0.002885072633756982,0.15996132110394154,0.003545754021879212,0.966173340327793,0.0028846712490870952,8145.769079971314,2896.4911700431276
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Depth_Prob,0.9898024621580923,0.0005686272758860128,0.9420140352241567,0.002612179774289879,0.27756923964650254,0.004518763074170239,0.9420365217288411,0.0026052020998025187,796.6310960292816,772.1515109782281
AcousticExtinguisherFire.csv,RandomForest,0.9942878206916278,0.0005698823045256756,0.9653665688755945,0.0016101616149172679,0.13459011108449387,0.016618301902133082,0.9653711303677877,0.0016089077059111435,0.08312935829162597,0.008850921744264842
AcousticExtinguisherFire.csv,MonteCarloRandomForest_Fix_Prob,0.9963730438451058,0.0001250427336203786,0.969440447185321,0.0014099235655860728,0.158812926496895,0.0027101001331865174,0.9694417053859968,0.0014096685119406025,247.11465134620667,14.973474823051486
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Bayes_Prob,0.9064864851480857,0.01336622542675966,0.8019219212799849,0.019206867357670826,0.341279865094137,0.012478272196970673,0.864707892039631,0.012301654859848873,48668.99368171692,10387.051495573112
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Confidence_Prob,0.8889999393369905,0.0106700883342781,0.7893226774555917,0.016457634691026745,0.4319151577439603,0.006162046287814631,0.8437991117184831,0.012401823621723802,32701.131942892076,9541.076512128755
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Depth_Prob,0.8831734429724379,0.01404434676133079,0.7869953589191262,0.01487552992925248,0.5459172120999195,0.003821586656369688,0.83436966176973,0.010957756551475854,208.32923517227172,3.5491496405733116
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Distance_Prob,0.670569959925273,0.016267137647500304,0.5488006733763803,0.009544787706097816,0.6242762258771132,0.01308604490169827,0.5871540826785104,0.010622961278248067,18153.804591989516,8441.281500956638
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Fix_Prob,0.9072864940618341,0.01018759486481733,0.8050145431736592,0.01477417034479988,0.4146130328699842,0.008069322806073913,0.8662111376836352,0.009808891428386273,215.1400975704193,1.8947172224832174
Kaggle_Surgical-deepnet.csv,RandomForest,0.8788415469810248,0.00933762763690937,0.7685684225886151,0.01062040171898884,0.6020239914735062,0.11920388088916285,0.846122309531944,0.005930302451640878,0.12920985221862794,0.00845199580670912
Kaggle_Surgical-deepnet.csv,RandomForest_ZooAttack,0.7470523348449565,0.03211465380287027,0.570797312360719,0.02575594198707905,0.7128907143489452,0.10357532513112931,0.6498120942944995,0.033472663640176294,0.006495428085327148,0.00123766317097526
Kaggle_Surgical-deepnet.csv,FeatureSqueezing,0.8788415469810248,0.00933762763690937,0.7685684225886151,0.01062040171898884,0.6020239914735062,0.11920388088916285,0.846122309531944,0.005930302451640878,0.17280864715576172,0.05735676606365579
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Fix_Prob_ZooAttack,0.8515721623639262,0.01788700547148841,0.7438664832697996,0.02182907042915437,0.4694276093097932,0.011735052023657449,0.8133242227536727,0.018684047536141234,209.27621426582337,1.8432414512760815
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Distance_Prob_ZooAttack,0.6178041599968307,0.025009866263408415,0.5115169084074122,0.011330763970473846,0.6660014874489109,0.017331139340007556,0.5404851383669286,0.010390779860434289,4021.0615218639373,1262.7150732160435
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Depth_Prob_ZooAttack,0.8411788555985149,0.01427842597553464,0.7231871696689345,0.007942133442739717,0.5752193871472566,0.007977619406555276,0.7695934403826443,0.005831060129774031,207.41329908370972,0.9868847155214695
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Confidence_Prob_ZooAttack,0.8526290605528256,0.013816370794348814,0.7428705218411501,0.013535059939563785,0.4934544623015763,0.009279545253936927,0.7971301674069012,0.01104528631486723,4812.2679149150845,573.6337359937323
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Agreement_Prob_ZooAttack,0.8603941733798335,0.015806920220343267,0.7589359777777073,0.011994577796872486,0.3952915411647197,0.02029064293246538,0.832866416125726,0.007325116386334863,1098.1902531623841,11.59169300485688
Kaggle_Surgical-deepnet.csv,FeatureSqueezing_ZooAttack,0.5446640692994412,0.057082398680320647,0.40083706137428343,0.04701692871911466,1.109653983632271,0.4248124599525413,0.40765288691492996,0.04856157157297434,0.0026381492614746095,7.089363520366549e-05
Kaggle_Surgical-deepnet.csv,MonteCarloRandomForest_Agreement_Prob,0.9076232975669182,0.01118851422516331,0.8023176747576161,0.013066818002550431,0.33183839435391893,0.017062999338076874,0.8658694909463615,0.0075185572687423855,1917.6731216430665,280.1971361623172
MIMIC2.csv,MonteCarloRandomForest_Agreement_Prob,0.7906265919882969,0.01432075871246387,0.5659200346797434,0.028534641651608603,0.3798212266467059,0.07591130006046778,0.8775513883880274,0.003536607571934144,67.35295052528382,2.1547456780494585
MIMIC2.csv,FeatureSqueezing,0.7159000318008182,0.03335445601337966,0.5583388979672581,0.04465506368894693,0.9063027940764201,0.26719785994583023,0.8690623873061666,0.011172103752130524,0.046353483200073244,0.006430569078716002
MIMIC2.csv,MonteCarloRandomForest_Distance_Prob_ZooAttack,0.7651724103851774,0.01423206592240404,0.6496016019016405,0.07590488727392201,0.5685957516523655,0.034605469755927175,0.8631554273350162,0.042117891411576375,126.74038658142089,19.9083005286972
MIMIC2.csv,RandomForest_ZooAttack,0.7145785695396067,0.03245662585407654,0.5397911367834639,0.021711360949505303,0.9071831480963641,0.2680069159785241,0.867353047241255,0.005345573608513541,0.0017364025115966797,0.0011877537194831317
MIMIC2.csv,MonteCarloRandomForest_Fix_Prob_ZooAttack,0.7941146675577906,0.023694999856706506,0.5883485498803185,0.041273757956101,0.40573224057541324,0.0076479383636159845,0.8801009736747206,0.0055721607856859005,14.589340686798096,0.3912705567663315
MIMIC2.csv,MonteCarloRandomForest_Bayes_Prob,0.787024572412391,0.01954198774341385,0.5860897020059219,0.010033526629135295,0.32575209074712114,0.007323031753523655,0.8801045798773892,0.0016691888616749927,194.92128510475158,9.044318848020275
MIMIC2.csv,MonteCarloRandomForest_Depth_Prob_ZooAttack,0.7543817919965539,0.030495917402781392,0.6402957871773474,0.055682200574954294,0.6124009654188416,0.01836992546196757,0.8486693112152903,0.022324777165065958,14.418573331832885,0.303488901798249
MIMIC2.csv,MonteCarloRandomForest_Confidence_Prob_ZooAttack,0.7655249311209467,0.03760536965282737,0.668784184135031,0.031114734966554796,0.6004064706807327,0.023607946470465303,0.8325423728813559,0.043778480527443125,143.56319646835328,10.175438758549847
MIMIC2.csv,MonteCarloRandomForest_Agreement_Prob_ZooAttack,0.7800076235305023,0.01810206738126274,0.5821016802411848,0.03387323330937873,0.32788483633132903,0.007251940463283434,0.8809520375045077,0.005216568796046586,76.9272337436676,1.555458859317592
MIMIC2.csv,FeatureSqueezing_ZooAttack,0.5176211391119295,0.02083327362665623,0.3947783832763528,0.15369199182623958,0.6769303269451303,0.1379477520505263,0.7184132708258204,0.3254977682319575,0.0008734703063964844,6.4584596275010524e-06
MIMIC2.csv,MonteCarloRandomForest_Depth_Prob,0.7692301694732397,0.04212427555221421,0.671417549773961,0.02805369012078913,0.6141632290259157,0.01737029945300925,0.8512008654886405,0.019390280460337354,13.1700945854187,0.13620227770343116
MIMIC2.csv,MonteCarloRandomForest_Confidence_Prob,0.7309590994351022,0.03470850238992369,0.651381898834015,0.02475420156147142,0.6043110702652582,0.015190862528969212,0.825715831229715,0.02672016226232866,138.85429158210755,3.4695154175685237
MIMIC2.csv,MonteCarloRandomForest_Distance_Prob,0.7746260969627006,0.015959405138714407,0.6341979711230985,0.05425616603226548,0.5679394091190233,0.025048137860136876,0.8571294626758024,0.023513110638950556,119.68141846656799,13.053275035985225
MIMIC2.csv,MonteCarloRandomForest_Fix_Prob,0.7996937394256924,0.026981458619398335,0.5959486642506164,0.020587992682186244,0.4064276058409437,0.005847349366127933,0.881810313739632,0.006112572030692859,12.78975248336792,0.400783119987372
MIMIC2.csv,RandomForest,0.7159000318008182,0.03335445601337966,0.5583388979672581,0.04465506368894693,0.9063027940764201,0.26719785994583023,0.8690623873061666,0.011172103752130524,0.045037841796875,0.007186129446532354
MaternalBinary.csv,MonteCarloRandomForest_Agreement_Prob_ZooAttack,0.9674807540914923,0.01046558844911413,0.8767920204693368,0.04029025466695108,0.31925579937067083,0.15243450283084936,0.9043749695166561,0.028758055267165405,45.567786407470706,1.0702249327468873
MaternalBinary.csv,MonteCarloRandomForest_Confidence_Prob,0.9752210813620209,0.016959674325634784,0.9223137073955634,0.01912033476319826,0.26237693180611615,0.032027791799810565,0.9378920158025654,0.01494911539202324,134.7754940509796,26.031663189910013
MaternalBinary.csv,MonteCarloRandomForest_Fix_Prob,0.9837184408325349,0.010065487940521648,0.9346024033623708,0.01531326066912411,0.2231454776625096,0.016208293562367894,0.948734331561235,0.01180348329931096,13.971321392059327,0.706506125249142
MaternalBinary.csv,RandomForest,0.9781691178671045,0.01716014560274982,0.9345036169466111,0.02104459706495576,0.3866378942323939,0.2661513927265048,0.948739208896259,0.016511526015617013,0.02745842933654785,0.01129591872668207
MaternalBinary.csv,RandomForest_ZooAttack,0.953938967949035,0.016642970024079055,0.8569703985536966,0.0320764302575816,0.6220162234732725,0.21817905276157776,0.8866312246988246,0.02544900222955863,0.000954437255859375,9.759992948895856e-05
MaternalBinary.csv,MonteCarloRandomForest_Fix_Prob_ZooAttack,0.9701305148956155,0.00992953884832466,0.8833315478722905,0.02180137097098887,0.26182080356226356,0.01828832323829718,0.9073208798712384,0.01560466735760895,8.756319189071656,0.2824170831835433
MaternalBinary.csv,MonteCarloRandomForest_Distance_Prob_ZooAttack,0.9655228260597388,0.010797229712224451,0.8847489170020802,0.014346323915221308,0.26946079071353857,0.014882938035551008,0.907306247866166,0.009379902744380782,93.02307386398316,1.614583982682224
MaternalBinary.csv,MonteCarloRandomForest_Depth_Prob_ZooAttack,0.9679165773461076,0.012826603950661963,0.873120757172434,0.017782942398976508,0.34391725232920134,0.012261652454419422,0.8994342291371995,0.015655888359959142,9.795052862167358,0.1921811006105727
MaternalBinary.csv,MonteCarloRandomForest_Confidence_Prob_ZooAttack,0.962703652401639,0.017811250466833243,0.8863075398756479,0.024568641721106222,0.2897902723301251,0.03664780548653594,0.9083109788811393,0.019469430109428983,112.32686820030213,3.504957567686313
MaternalBinary.csv,MonteCarloRandomForest_Distance_Prob,0.9667902283002954,0.009888480922893452,0.8922728031154852,0.013511852364563167,0.26653632330107163,0.0121668628048233,0.9142125542603521,0.008828589407617968,94.64738049507142,1.1738230881227136
MaternalBinary.csv,FeatureSqueezing_ZooAttack,0.8824340218803307,0.03929662648037081,0.823538316907593,0.02765925660181858,1.7090217523018816,0.87492808538795,0.8757255035848412,0.019013694911868512,0.0015327930450439453,0.0011999747066867507
MaternalBinary.csv,MonteCarloRandomForest_Bayes_Prob,0.9847270272102489,0.009125395387738128,0.9366721597295754,0.01867510903139608,0.14039092786521506,0.027616667069341266,0.9507096522460128,0.013881464432344708,157.41186280250548,33.23494196813788
MaternalBinary.csv,MonteCarloRandomForest_Agreement_Prob,0.9826579660807848,0.009949527095949741,0.9288429315945509,0.024628043308500828,0.257041041797866,0.1475871909118181,0.9447983221967517,0.018181910815762425,64.03990960121155,2.004320317962143
MaternalBinary.csv,FeatureSqueezing,0.9781691178671045,0.01716014560274982,0.9345036169466111,0.02104459706495576,0.3866378942323939,0.2661513927265048,0.948739208896259,0.016511526015617013,0.013541412353515626,0.003988900766506444
MaternalBinary.csv,MonteCarloRandomForest_Depth_Prob,0.9776356008235203,0.011651159530401708,0.9183374775117453,0.01154127484234005,0.3266239368179435,0.012972655596331489,0.9359020631127152,0.009816441009006032,15.579665851593017,1.3168126126853277
Mesothelioma.csv,MonteCarloRandomForest_Distance_Prob_ZooAttack,0.6659412662090007,0.07395004794074835,0.5334315042243032,0.06562637705391397,0.5709704085043892,0.02809441499418071,0.7346153846153847,0.02903782475104137,33.20169105529785,5.779051377830063
Mesothelioma.csv,MonteCarloRandomForest_Fix_Prob_ZooAttack,0.6742115433511314,0.07533578764809291,0.5563320285921525,0.0672231689288144,0.5814554191141363,0.025121757028329698,0.7284134615384616,0.03992425914397494,3.4603878974914553,0.11151483681276729
Mesothelioma.csv,MonteCarloRandomForest_Depth_Prob,0.6421787439613527,0.04654483884236886,0.5206745024290175,0.07962885768330843,0.6140494311390746,0.015220873733719276,0.7129326923076923,0.0417855951882546,2.95880184173584,0.08346726536597661
Mesothelioma.csv,MonteCarloRandomForest_Agreement_Prob,0.6645514874141877,0.05607849684420617,0.5812711467021879,0.04100071741652338,0.5677658752039659,0.020645724181298453,0.750048076923077,0.0159166566627394,14.320517587661744,0.2511165286870577
Mesothelioma.csv,FeatureSqueezing,0.6333971523010424,0.052162494776212244,0.5694156075476893,0.05114548934919778,0.8034292803044807,0.33187590872624156,0.7190384615384616,0.037686910916628236,0.01315135955810547,0.003049626842264855
Mesothelioma.csv,RandomForest_ZooAttack,0.6293966437833715,0.047469860603595815,0.545711175616836,0.034747154809455116,0.8071882953947338,0.3265481894959362,0.7098076923076924,0.018248976626895952,0.0014864444732666016,0.0014521385902040921
Mesothelioma.csv,MonteCarloRandomForest_Confidence_Prob,0.6298337147215867,0.09678495904605915,0.5794130527383664,0.044173708258286815,0.6091817919097396,0.029366733166056473,0.7192307692307692,0.050879832905088275,33.026715183258055,1.418080173246466
Mesothelioma.csv,MonteCarloRandomForest_Agreement_Prob_ZooAttack,0.6506374269005848,0.06797014855153115,0.5511958100189253,0.0825421816465143,0.5729962267134878,0.038039698866681015,0.7314423076923078,0.03575126202928213,17.05332064628601,0.5696374371527321
Mesothelioma.csv,MonteCarloRandomForest_Confidence_Prob_ZooAttack,0.6388624459699974,0.06774279560799337,0.5679643054360035,0.03324901422118351,0.6123197336705025,0.027403998387920018,0.71,0.059310635465234574,39.766136169433594,4.803980816050615
Mesothelioma.csv,MonteCarloRandomForest_Bayes_Prob,0.6713488431222985,0.029798572001554988,0.5558183671445882,0.05858157077432585,0.5664978590177288,0.02204549344986948,0.7376442307692308,0.015492783799307073,39.052386379241945,1.0162928710970647
Mesothelioma.csv,FeatureSqueezing_ZooAttack,0.5195746249682176,0.035491542644121625,0.43127463351552986,0.03423520269098957,0.6739507783076853,0.06004001662068531,0.6542307692307693,0.0815937765929377,0.000978994369506836,0.0004510157524340195
Mesothelioma.csv,RandomForest,0.6333971523010424,0.052162494776212244,0.5694156075476893,0.05114548934919778,0.8034292803044807,0.33187590872624156,0.7190384615384616,0.037686910916628236,0.014879369735717773,0.0028505169904179273
Mesothelioma.csv,MonteCarloRandomForest_Fix_Prob,0.6735881006864988,0.06319866633173683,0.5697629368142104,0.065057529880286,0.5787522961777359,0.025208592791235662,0.7407211538461539,0.03168137910200145,2.874044990539551,0.16635015935135405
Mesothelioma.csv,MonteCarloRandomForest_Distance_Prob,0.6658517670989067,0.06280052215409618,0.5205143252745087,0.043844229501302595,0.5726527850834211,0.022339395173346873,0.7253365384615384,0.02233611625813766,30.48167724609375,0.7536938729071911
Mesothelioma.csv,MonteCarloRandomForest_Depth_Prob_ZooAttack,0.6464563946097127,0.06940046257545263,0.5588687336615327,0.08947372756052925,0.6176673172452991,0.018602387436975093,0.7315384615384615,0.03963591700919465,3.675249147415161,0.06789168355245652
OPENML_philippine.csv,FeatureSqueezing,0.7945409731267222,0.0073276085827826895,0.7155485162481322,0.0071355358460700406,0.7220900535354949,0.0575499575922688,0.7172479022166174,0.006113424710192549,0.723020362854004,0.0368519046062248
OPENML_philippine.csv,FeatureSqueezing_ZooAttack,0.5119872036587931,0.025296242733724886,0.3454428365106467,0.027290797312361455,0.743225460981966,0.07844708862451502,0.5005147267406568,0.001644001748445061,0.002101898193359375,0.0008448269246604206
OPENML_philippine.csv,MonteCarloRandomForest_Agreement_Prob_ZooAttack,0.8419153264460191,0.014913225399006518,0.7504883473431898,0.010527829553150944,0.4993017267764066,0.013372428825050684,0.7510305558372687,0.010699317288934975,491.8157189846039,7.420607340578899
OPENML_philippine.csv,MonteCarloRandomForest_Confidence_Prob_ZooAttack,0.6615965513438977,0.041144594278256216,0.5743393839583205,0.03578230873896492,0.6714991365117975,0.007096610753858644,0.587280723027922,0.030327613189850933,1153.6509545326232,29.41405842284097
OPENML_philippine.csv,MonteCarloRandomForest_Distance_Prob_ZooAttack,0.8239005002318042,0.01638130973539063,0.7400682101507063,0.013946195985049394,0.580787536070822,0.009485595854809773,0.740229084265559,0.013965253430953286,1095.9564671993255,14.584792751172259
OPENML_philippine.csv,MonteCarloRandomForest_Depth_Prob_ZooAttack,0.28521372076064966,0.03387928187010687,0.3280635420335779,0.016175102191150457,0.7267474784992698,0.006385331261188153,0.3448251736945533,0.02812704903929302,85.50086102485656,0.9397682400056665
OPENML_philippine.csv,RandomForest_ZooAttack,0.7882929517642283,0.009526829504626156,0.6829412760754938,0.015879314440899624,0.7263272506714069,0.05479795309210004,0.6915286149558837,0.014066624696310918,0.003433418273925781,0.0006157369577761725
